note : some may consider portions of the following text to be spoilers . 	Translation	Positive	Negative	EmotionRationale
still , even if he doesn't always know what to do with his characters , mr . anderson most definitely captures their essences , and his resolutely nonjudgemental affection for them is infectious -- misguided , even aimless , hopelessly naive , self-destructive , insufferable : i loved them just the same . 	still , even if he doesn't always know what to do with his characters , mr .<br> anderson most definitely captures their essences , and his resolutely nonjudgemental affection for them is infectious - misguided , even aimless , hopelessly naive , self-destructive , insufferable : i loved them just the same .	4	-4	 still[0] even[0] if[0] he[0] doesn't[0] always[0] know[0] what[0] to[0] do[0] with[0] his[0] characters[0] mr[0] [[Sentence=-1,1=word max, 1-5]] anderson[0] most[0] definitely[0] captures[-1][-1 LastWordBoosterStrength] their[0] essences[0] and[0] his[0] resolutely[0] nonjudgemental[0] affection[2] for[0] them[0] is[0] infectious[-1] misguided[0] even[0] aimless[-1] hopelessly[-3] naive[-1] self[0] destructive[0] insufferable[0] i[0] loved[3] them[0] just[0] the[0] same[0] [[Sentence=-4,4=word max, 1-5]][[[4,-4 max of sentences]]]
in any case , it's hard to pick nits with a screenplay which contains one of the most audacious and inspired ( and ultimately best-executed ) scenes of the year : a scene where dirk diggler and reed rothchild are dragged along by their loose-cannon compadre to the home of drug baron rahad jackson ( a mesmerizing alfred molina in an unforgettable performance , even if it's a small one ) in a suicidal drug deal scam , only to find that the millionaire is a crazed eccentric ( the part where he stops the deal to listen to the crescendo of night ranger's " sister christian " on his stereo system is sheer brilliance ) flanked by an armed bodyguard . 	in any case , it's hard to pick nits with a screenplay which contains one of the most audacious and inspired ( and ultimately best-executed ) scenes of the year : a scene where dirk diggler and reed rothchild are dragged along by their loose-cannon compadre to the home of drug baron rahad jackson ( a mesmerizing alfred molina in an unforgettable performance , even if it's a small one ) in a suicidal drug deal scam , only to find that the millionaire is a crazed eccentric ( the part where he stops the deal to listen to the crescendo of night ranger's " sister christian " on his stereo system is sheer brilliance ) flanked by an armed bodyguard .	3	-2	 in[0] any[0] case[0] it's[0] hard[0] to[0] pick[0] nits[0] with[0] a[0] screenplay[0] which[0] contains[0] one[0] of[0] the[0] most[0] audacious[0] and[0] inspired[2] and[0] ultimately[0] best[1] executed[-1] scenes[0] of[0] the[0] year[0] a[0] scene[0] where[0] dirk[0] diggler[0] and[0] reed[0] rothchild[0] are[0] dragged[0] along[0] by[0] their[0] loose[0] cannon[-1] compadre[0] to[0] the[0] home[0] of[0] drug[0] baron[0] rahad[0] jackson[0] a[0] mesmerizing[0] alfred[0] molina[0] in[0] an[0] unforgettable[0] performance[0] even[0] if[0] it's[0] a[0] small[0] one[0] in[0] a[0] suicidal[0] drug[0] deal[0] scam[0] only[0] to[0] find[0] that[0] the[0] millionaire[0] is[0] a[0] crazed[0] eccentric[-1] the[0] part[0] where[0] he[0] stops[0] the[0] deal[0] to[0] listen[0] to[0] the[0] crescendo[0] of[0] night[0] ranger's[0] sister[0] christian[0] on[0] [[Sentence=-2,3=word max, 1-5]][[[3,-2 max of sentences]]]
if this scene already wasn't tense enough with these elements , mr . anderson introduces a chinese boy that wanders through the scene , who for no discernable reason is tossing firecrackers around the room , pushing the scene to a new , surreal level of delightful giddiness . 	if this scene already wasn't tense enough with these elements , mr .<br> anderson introduces a chinese boy that wanders through the scene , who for no discernable reason is tossing firecrackers around the room , pushing the scene to a new , surreal level of delightful giddiness .	3	-3	 if[0] this[0] scene[0] already[0] wasn't[0] tense[-2] enough[0] with[0] these[0] elements[0] mr[0] [[Sentence=-3,1=word max, 1-5]] anderson[0] introduces[0] a[0] chinese[0] boy[0] that[0] wanders[0] through[0] the[0] scene[0] who[0] for[0] no[0] discernable[0] reason[0] is[0] tossing[0] firecrackers[0] around[0] the[0] room[0] pushing[0] the[0] scene[0] to[0] a[0] new[0] surreal[0] level[0] of[0] delightful[2] giddiness[0] [[Sentence=-1,3=word max, 1-5]][[[3,-3 max of sentences]]]
there are some other interesting touches in boogie nights . 	there are some other interesting touches in boogie nights .	2	-1	 there[0] are[0] some[0] other[0] interesting[1] touches[0] in[0] boogie[0] nights[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
mr . anderson recycles the use of long methodical chimes on the soundtrack from hard eight ; here , it accompanies the violent intercut sequences which depict the prostration of various characters to frightening effect . 	mr .<br> anderson recycles the use of long methodical chimes on the soundtrack from hard eight ; here , it accompanies the violent intercut sequences which depict the prostration of various characters to frightening effect .	1	-4	 mr[0] [[Sentence=-1,1=word max, 1-5]] anderson[0] recycles[0] the[0] use[0] of[0] long[0] methodical[0] chimes[0] on[0] the[0] soundtrack[0] from[0] hard[0] eight[0] here[0] it[0] accompanies[0] the[0] violent[-2] intercut[0] sequences[0] which[0] depict[0] the[0] prostration[0] of[0] various[0] characters[0] to[0] frightening[-3] effect[0] [[Sentence=-4,1=word max, 1-5]][[[1,-4 max of sentences]]]
similarly , a painful scene where crew member scotty j ( philip seymour hoffman ) breaks down in tears in the driver's seat , sobbing " i'm so stupid " after being rebuffed by dirk after an awkward but heartfelt advance is strikingly played out exactly as a later scene with dirk in the driver's seat after a particularly tumultuous and traumatic evening . 	similarly , a painful scene where crew member scotty j ( philip seymour hoffman ) breaks down in tears in the driver's seat , sobbing " i'm so stupid " after being rebuffed by dirk after an awkward but heartfelt advance is strikingly played out exactly as a later scene with dirk in the driver's seat after a particularly tumultuous and traumatic evening .	2	-4	 similarly[0] a[0] painful[-3] scene[0] where[0] crew[0] member[0] scotty[0] j[0] philip[0] seymour[0] hoffman[0] breaks[0] down[0] in[0] tears[-3] in[0] the[0] driver's[0] seat[0] sobbing[-3] i'm[0] so[0] stupid[-1] after[0] being[0] rebuffed[-1] by[0] dirk[0] after[0] an[0] awkward[-1] but[0] heartfelt[1] advance[0] is[0] strikingly[0] played[0] out[0] exactly[0] as[0] a[0] later[0] scene[0] with[0] dirk[0] in[0] the[0] driver's[0] seat[0] after[0] a[0] particularly[0] tumultuous[0] and[0] traumatic[-3] evening[0] [[Sentence=-4,2=word max, 1-5]][[[2,-4 max of sentences]]]
boogie nights is exceedingly well cast , and each of the actors rise to the occasion ; the ensemble cast is uniformly good . 	boogie nights is exceedingly well cast , and each of the actors rise to the occasion ; the ensemble cast is uniformly good .	2	-1	 boogie[0] nights[0] is[0] exceedingly[0] well[0] cast[0] and[0] each[0] of[0] the[0] actors[0] rise[0] to[0] the[0] occasion[0] the[0] ensemble[0] cast[0] is[0] uniformly[0] good[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
while most of the acting accolades will no doubt go to mr . wahlberg ( fulfilling upon the sparks of promise he demonstrated in some of his earlier films ) and mr . reynolds ( terrific as the father figure and stable anchor of the film , ringing true in every respect ) , a handful of other performances which might otherwise be overlooked deem mention . 	while most of the acting accolades will no doubt go to mr .<br> wahlberg ( fulfilling upon the sparks of promise he demonstrated in some of his earlier films ) and mr .<br> reynolds ( terrific as the father figure and stable anchor of the film , ringing true in every respect ) , a handful of other performances which might otherwise be overlooked deem mention .	4	-2	 while[0] most[0] of[0] the[0] acting[0] accolades[0] will[0] no[0] doubt[-1] go[0] to[0] mr[0] [[Sentence=-2,1=word max, 1-5]] wahlberg[0] fulfilling[0] upon[0] the[0] sparks[0] of[0] promise[1] he[0] demonstrated[0] in[0] some[0] of[0] his[0] earlier[0] films[0] and[0] mr[0] [[Sentence=-1,2=word max, 1-5]] reynolds[0] terrific[3] as[0] the[0] father[0] figure[0] and[0] stable[-1] anchor[0] of[0] the[0] film[0] ringing[0] true[1] in[0] every[0] respect[2] a[0] handful[0] of[0] other[0] performances[0] which[0] might[0] otherwise[0] be[0] overlooked[-1] deem[0] mention[0] [[Sentence=-2,4=word max, 1-5]][[[4,-2 max of sentences]]]
mr . reilly demonstrates here , as he did for brief glimpses in ulu grosbard's georgia , a genuine aptitude for comedy -- many of his scenes in boogie nights are among the very funniest in the film . 	mr .<br> reilly demonstrates here , as he did for brief glimpses in ulu grosbard's georgia , a genuine aptitude for comedy - many of his scenes in boogie nights are among the very funniest in the film .	3	-1	 mr[0] [[Sentence=-1,1=word max, 1-5]] reilly[0] demonstrates[0] here[0] as[0] he[0] did[0] for[0] brief[0] glimpses[0] in[0] ulu[0] grosbard's[0] georgia[0] a[0] genuine[0] aptitude[0] for[0] comedy[0] many[0] of[0] his[0] scenes[0] in[0] boogie[0] nights[0] are[0] among[0] the[0] very[0] funniest[1][1 LastWordBoosterStrength] in[0] the[0] film[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
i'm not sure how much of his performance as reed was scripted and how much was done on the spot , but he plays the quintessential second banana character to a tee . 	i'm not sure how much of his performance as reed was scripted and how much was done on the spot , but he plays the quintessential second banana character to a tee .	2	-1	 i'm[0] not[0] sure[0] how[0] much[0] of[0] his[0] performance[0] as[0] reed[0] was[0] scripted[0] and[0] how[0] much[0] was[0] done[0] on[0] the[0] spot[0] but[0] he[0] plays[1] the[0] quintessential[0] second[0] banana[0] character[0] to[0] a[0] tee[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
mr . reilly is the best part of the big disco dance production number , and it's wickedly funny to watch his reed join in with dirk after the fact in threatening the new stud on the block during a macho altercation . 	mr .<br> reilly is the best part of the big disco dance production number , and it's wickedly funny to watch his reed join in with dirk after the fact in threatening the new stud on the block during a macho altercation .	3	-3	 mr[0] [[Sentence=-1,1=word max, 1-5]] reilly[0] is[0] the[0] best[1] part[0] of[0] the[0] big[0] disco[0] dance[0] production[0] number[0] and[0] it's[0] wickedly[2] funny[1] to[0] watch[0] his[0] reed[0] join[0] in[0] with[0] dirk[0] after[0] the[0] fact[0] in[0] threatening[-2] the[0] new[0] stud[0] on[0] the[0] block[-1] during[0] a[0] macho[0] altercation[-1] [[Sentence=-3,3=word max, 1-5]][[[3,-3 max of sentences]]]
worth the price of admission alone is the glimpse of him getting down in the recording studio while the dirk character is laying down a numbingly bad ( and dead-on period ; it sure sounds like bad early 1980s to me ) demo track " you got the touch " in a vain attempt at a musical career . 	worth the price of admission alone is the glimpse of him getting down in the recording studio while the dirk character is laying down a numbingly bad ( and dead-on period ; it sure sounds like bad early 1980s to me ) demo track " you got the touch " in a vain attempt at a musical career .	2	-3	 worth[0] the[0] price[0] of[0] admission[0] alone[0] is[0] the[0] glimpse[0] of[0] him[0] getting[0] down[0] in[0] the[0] recording[0] studio[0] while[0] the[0] dirk[0] character[0] is[0] laying[0] down[0] a[0] numbingly[-1] bad[-1] and[0] dead[-2] on[0] period[0] it[0] sure[0] sounds[0] like[1] bad[-1] early[0] 1980s[0] to[0] me[0] demo[0] track[0] you[0] got[0] the[0] touch[0] in[0] a[0] vain[-2] attempt[0] at[0] a[0] musical[0] career[0] [[Sentence=-3,2=word max, 1-5]][[[2,-3 max of sentences]]]
mr . reilly plays his vacant character with utter conviction which is convincing and effective . 	mr .<br> reilly plays his vacant character with utter conviction which is convincing and effective .	2	-2	 mr[0] [[Sentence=-1,1=word max, 1-5]] reilly[0] plays[1] his[0] vacant[0] character[0] with[0] utter[0] conviction[-1] which[0] is[0] convincing[0] and[0] effective[0] [[Sentence=-2,2=word max, 1-5]][[[2,-2 max of sentences]]]
ms . graham , with her long dirty blonde hair , innocent demeanour , and huge hazel eyes , looks like a disney animated heroine come to life -- or in this case , a disney animated heroine who came to life , made a wrong turn , and ended up on the new line lot in a film focused on the late 70s / early 80s adult film industry . 	ms .<br> graham , with her long dirty blonde hair , innocent demeanour , and huge hazel eyes , looks like a disney animated heroine come to life - or in this case , a disney animated heroine who came to life , made a wrong turn , and ended up on the new line lot in a film focused on the late 70s / early 80s adult film industry .	3	-2	 ms[0] [[Sentence=-1,1=word max, 1-5]] graham[0] with[0] her[0] long[0] dirty[-1] blonde[0] hair[0] innocent[1] demeanour[0] and[0] huge[0] hazel[0] eyes[0] looks[0] like[1] a[0] disney[0] animated[0] heroine[2] come[0] to[0] life[0] or[0] in[0] this[0] case[0] a[0] disney[0] animated[0] heroine[2] who[0] came[0] to[0] life[0] made[0] a[0] wrong[-1] turn[0] and[0] ended[0] up[0] on[0] the[0] new[0] line[0] lot[0] in[0] a[0] film[0] focused[0] on[0] the[0] late[0] 70s[0] /[0] early[0] 80s[0] adult[0] film[0] industry[0] [[Sentence=-2,3=word max, 1-5]][[[3,-2 max of sentences]]]
consequently , it's a bit incongruous to see this cheery sweet-faced starlet whizzing about the set on her roller skates , but in a scene where she's lounging in a limousine prowling the streets , garish red lipstick messily smeared on , giving the camera a hilariously pouty come-hither look , all one can do is gulp . 	consequently , it's a bit incongruous to see this cheery sweet-faced starlet whizing about the set on her roller skates , but in a scene where she's lounging in a limousine prowling the streets , garish red lipstick messily smeared on , giving the camera a hilariously pouty come-hither look , all one can do is gulp .	3	-2	 consequently[0] it's[0] a[0] bit[0] incongruous[0] to[0] see[0] this[0] cheery[0] sweet[1] faced[0] starlet[0] whizzing/whizing[0] about[0] the[0] set[0] on[0] her[0] roller[0] skates[0] but[0] in[0] a[0] scene[0] where[0] she's[0] lounging[0] in[0] a[0] limousine[0] prowling[-1] the[0] streets[0] garish[0] red[0] lipstick[0] messily[0] smeared[-1] on[0] giving[0] the[0] camera[0] a[0] hilariously[2] pouty[-1] come[0] hither[0] look[0] all[0] one[0] can[0] do[0] is[0] gulp[0] [[Sentence=-2,3=word max, 1-5]][[[3,-2 max of sentences]]]
her role in the film sadly needs more fleshing out ( err -- in a figurative sense ) -- she's essentially a glorified extra -- but she does score impressively in her key scene which is unnerving in its sheer primal ferocity . 	her role in the film sadly needs more fleshing out ( er - in a figurative sense ) - she's essentially a glorified extra - but she does score impressively in her key scene which is unnerving in its sheer primal ferocity .	2	-4	 her[0] role[0] in[0] the[0] film[0] sadly[-1] needs[0] more[0] fleshing[0] out[0] err/er[0] in[0] a[0] figurative[0] sense[0] she's[0] essentially[0] a[0] glorified[1] extra[0] but[0] she[0] does[0] score[0] impressively[1] in[0] her[0] key[0] scene[0] which[0] is[0] unnerving[0] in[0] its[0] sheer[0] primal[0] ferocity[-3] [[Sentence=-4,2=word max, 1-5]][[[2,-4 max of sentences]]]
 ( if only mr . anderson had filmed the scene so that we could actually see the expression of rage and anguish on her face , though ! ) 	 ( if only mr .<br> anderson had filmed the scene so that we could actually see the expression of rage and anguish on her face , though !<br> )	1	-4	 if[0] only[0] mr[0] [[Sentence=-1,1=word max, 1-5]] anderson[0] had[0] filmed[0] the[0] scene[0] so[0] that[0] we[0] could[0] actually[0] see[0] the[0] expression[0] of[0] rage[-3] and[0] anguish[-3] on[0] her[0] face[0] though[0] [[Sentence=-4,1=word max, 1-5]][[[1,-4 max of sentences]]]
and a cautionary tale for the strict and prudish : as a teen , ms . graham's parents forbade her to take a part in the twisted cult classic heathers ; since then , her most notable roles have been as a junkie ( gus van sant's drugstore cowboy ) and now a porn starlet . 	and a cautionary tale for the strict and prudish : as a teen , ms .<br> graham's parents forbade her to take a part in the twisted cult classic heathers ; since then , her most notable roles have been as a junkie ( gus van sant's drugstore cowboy ) and now a porn starlet .	1	-2	 and[0] a[0] cautionary[0] tale[0] for[0] the[0] strict[-1] and[0] prudish[0] as[0] a[0] teen[0] ms[0] [[Sentence=-2,1=word max, 1-5]] graham's[0] parents[0] forbade[0] her[0] to[0] take[0] a[0] part[0] in[0] the[0] twisted[0] cult[0] classic[0] heathers[0] since[0] then[0] her[0] most[0] notable[0] roles[0] have[0] been[0] as[0] a[0] junkie[0] gus[0] van[0] sant's[0] drugstore[0] cowboy[0] and[0] now[0] a[0] porn[0] starlet[0] [[Sentence=-1,1=word max, 1-5]][[[1,-2 max of sentences]]]
draw your own conclusions . 	draw your own conclusions .	1	-1	 draw[0] your[0] own[0] conclusions[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
perhaps the most quietly touching performance in boogie nights is that of mr . cheadle , who lends dignity to his role as a character in search of his identity , and whose quest is comically manifested by a series of changes in his sense of fashion . 	perhaps the most quietly touching performance in boogie nights is that of mr .<br> cheadle , who lends dignity to his role as a character in search of his identity , and whose quest is comically manifested by a series of changes in his sense of fashion .	2	-1	 perhaps[0] the[0] most[0] quietly[0] touching[0] performance[0] in[0] boogie[0] nights[0] is[0] that[0] of[0] mr[0] [[Sentence=-1,1=word max, 1-5]] cheadle[0] who[0] lends[0] dignity[1] to[0] his[0] role[0] as[0] a[0] character[0] in[0] search[0] of[0] his[0] identity[0] and[0] whose[0] quest[0] is[0] comically[0] manifested[0] by[0] a[0] series[0] of[0] changes[0] in[0] his[0] sense[0] of[0] fashion[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
his relationship with his cheerfully supportive new wife jessie st . vincent ( an interesting melora walters ) is wholly compelling has genuine sweetness , and although his general longing for acceptance from others is perceptible , it's no more so than in the bank scene where his loan application to open a stereo store is rejected due to his background in the porn industry . 	his relationship with his cheerfully supportive new wife jessie st .<br> vincent ( an interesting melora walters ) is wholly compelling has genuine sweetness , and although his general longing for acceptance from others is perceptible , it's no more so than in the bank scene where his loan application to open a stereo store is rejected due to his background in the porn industry .	3	-3	 his[0] relationship[0] with[0] his[0] cheerfully[2] supportive[1] new[0] wife[0] jessie[0] st[0] [[Sentence=-1,3=word max, 1-5]] vincent[0] an[0] interesting[1] melora[0] walters[0] is[0] wholly[0] compelling[0] has[0] genuine[0] sweetness[2] and[0] although[0] his[0] general[0] longing[-2] for[0] acceptance[0] from[0] others[0] is[0] perceptible[0] it's[0] no[0] more[0] so[0] than[0] in[0] the[0] bank[0] scene[0] where[0] his[0] loan[0] application[0] to[0] open[0] a[0] stereo[0] store[0] is[0] rejected[-1] due[0] to[0] his[0] background[0] in[0] the[0] porn[0] industry[0] [[Sentence=-3,3=word max, 1-5]][[[3,-3 max of sentences]]]
while the scenario is familiar , the wounded look in cheadle's eyes makes the scene unforgettable . 	while the scenario is familiar , the wounded look in cheadle's eyes makes the scene unforgettable .	1	-2	 while[0] the[0] scenario[0] is[0] familiar[0] the[0] wounded[-1] look[0] in[0] cheadle's[0] eyes[0] makes[0] the[0] scene[0] unforgettable[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
luis guzman's most famous work is possibly in brian de palma's carlito's way , and here he plays a variation on the same character : maurice t . rodriguez is a hapless but good-natured nightclub owner who's a hanger-on to jack's group , ingratiating himself into the clique and constantly hounding jack , with little disguise made of his desperation , for a part in one of his erotic pictures . 	luis guzman's most famous work is possibly in brian de palma's carlito's way , and here he plays a variation on the same character : maurice t .<br> rodriguez is a hapless but good-natured nightclub owner who's a hanger-on to jack's group , ingratiating himself into the clique and constantly hounding jack , with little disguise made of his desperation , for a part in one of his erotic pictures .	2	-3	 luis[0] guzman's[0] most[0] famous[0] work[0] is[0] possibly[0] in[0] brian[0] de[0] palma's[0] carlito's[0] way[0] and[0] here[0] he[0] plays[1] a[0] variation[0] on[0] the[0] same[0] character[0] maurice[0] t[0] [[Sentence=-1,2=word max, 1-5]] rodriguez[0] is[0] a[0] hapless[-1] but[0] good[1] natured[0] nightclub[0] owner[0] who's[0] a[0] hanger[0] on[0] to[0] jack's[0] group[0] ingratiating[0] himself[0] into[0] the[0] clique[-1] and[0] constantly[0] hounding[0] jack[0] with[0] little[0] disguise[-1] made[0] of[0] his[0] desperation[-2] for[0] a[0] part[0] in[0] one[0] of[0] his[0] erotic[0] pictures[0] [[Sentence=-3,2=word max, 1-5]][[[2,-3 max of sentences]]]
jack's eventual acquiescence to maurice's request leads to one of boogie nights' biggest comic payoffs . 	jack's eventual acquiescence to maurice's request leads to one of boogie nights' biggest comic payoffs .	1	-1	 jack's[0] eventual[0] acquiescence[0] to[0] maurice's[0] request[0] leads[0] to[0] one[0] of[0] boogie[0] nights'[0] biggest[0] comic[0] payoffs[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
boogie nights is a stunning achievement due to the virtuoso direction by mr . anderson , who immediately asserts his presence in the film industry as a presence of note with this work . 	boogie nights is a stunning achievement due to the virtuoso direction by mr .<br> anderson , who immediately asserts his presence in the film industry as a presence of note with this work .	3	-1	 boogie[0] nights[0] is[0] a[0] stunning[0] achievement[0] due[0] to[0] the[0] virtuoso[2] direction[0] by[0] mr[0] [[Sentence=-1,3=word max, 1-5]] anderson[0] who[0] immediately[0] asserts[0] his[0] presence[0] in[0] the[0] film[0] industry[0] as[0] a[0] presence[0] of[0] note[0] with[0] this[0] work[0] [[Sentence=-1,1=word max, 1-5]][[[3,-1 max of sentences]]]
striking a fine balance between humour and drama , and exceptionally well-crafted , there's no doubt that boogie nights is among the very best films of the year . 	striking a fine balance between humour and drama , and exceptionally well-crafted , there's no doubt that boogie nights is among the very best films of the year .	3	-2	 striking[0] a[0] fine[2] balance[0] between[0] humour[2] and[0] drama[0] and[0] exceptionally[0] well[0] crafted[0] there's[0] no[0] doubt[-1] that[0] boogie[0] nights[0] is[0] among[0] the[0] very[0] best[1][1 LastWordBoosterStrength] films[0] of[0] the[0] year[0] [[Sentence=-2,3=word max, 1-5]][[[3,-2 max of sentences]]]
